"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","Primary DUNS","Primary UEI","DUNS Number","UEI","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"Cancer","Adhesions;Adhesives;Basement membrane;Cadherins;Cell Adhesion Molecules;Cells;Chimera organism;Data;Disease;Enzymes;Event;Exhibits;Extravasation;FGFR1 gene;Fibroblast Growth Factor Receptors;Gelatinase B;Genes;In Vitro;Intervention;Lead;Lung;MAP Kinase Gene;MAP2K1 gene;Mediating;Metalloproteases;Metastatic Neoplasm to the Lung;Metastatic to;Modeling;Mouse Mammary Tumor Virus;Mus;Mutation;N-Cadherin;Neoplasm Metastasis;Oncogenes;Outcome;Pathway interactions;Pharmaceutical Preparations;Phosphorylation;Play;Polyomavirus;Process;Production;Publishing;Reagent;Relative (related person);Role;Seeds;Signal Transduction;Site;Testing;Therapeutic;Transgenic Mice;Transgenic Organisms;Up-Regulation;Vascular Endothelium;Viral Tumor Antigens;base;cancer cell;cell motility;design;epithelial to mesenchymal transition;extracellular;improved;in vivo;inhibitor/antagonist;insight;kinase inhibitor;malignant breast neoplasm;mammary epithelium;migration;mouse model;mutant;neoplastic cell;novel;overexpression;promoter;public health relevance;sialosyl-T antigen;slug;transcription factor;tumor","EMT, Extravasation and metastasis by N-Cadherin signaling","
 Project Narrative
 We found that the EMT transcription factor, Slug, is upregulated in tumors and metastases in which N-
cadherin is upregulated. We believe that N-cadherin signaling through the FGF receptor induces a cascade of
events that leads to Slug induction, extravasation and metastasis. We will rule out the role of N-cadherin
adhesion in this process. We believe these studies will broaden our understanding of mechanisms that
regulate breast cancer metastasis and will provide insights into therapeutic application.","NCI","7650958","2/26/2009 12:00:00 AM","PA-07-070","1R01CA135061-01A1","1","R01","CA","135061","01","A","MOHLA, SURESH","3/1/2009 12:00:00 AM","1/31/2014 12:00:00 AM","Tumor Cell Biology Study Section[TCB]"," ","2268252","HAZAN, RACHEL B","Not Applicable","14","PATHOLOGY","110521739"," ","110521739"," ","US","40.851026","-73.844361","9433501","ALBERT EINSTEIN COLLEGE OF MEDICINE","BRONX","NY","SCHOOLS OF MEDICINE","104611900","UNITED STATES","N","3/1/2009 12:00:00 AM","1/31/2010 12:00:00 AM","396","Non-SBIR/STTR","2009"," "," ","NCI"," "," "," ","344450",
"Clinical Research; Genetics; Lung","Address;Adoptive Transfer;Affect;Anchorage-Independent Growth;Animal Model;Apoptotic;Bleomycin;Bone Marrow;Bone Marrow Transplantation;Cell Adhesion;Cells;Characteristics;Cytokine Signaling;Data;Deposition;Diagnosis;Disease;Effector Cell;Epigenetic Process;Fibroblasts;Fibrosis;Figs - dietary;Glycoproteins;Growth Factor;Hamman-Rich syndrome;Human;Hypermethylation;Impaired wound healing;In Vitro;Inflammatory;Interstitial Lung Diseases;Laboratories;Lesion;Life;Link;Lung;Lung diseases;Measures;Mediating;Mediator of activation protein;Membrane;Membrane Microdomains;Membrane Proteins;Mesenchymal;Mus;Myofibroblast;Oncogenic;Patients;Peptide Hydrolases;Phenotype;Phospholipase;Property;Proteins;Regulation;Research Personnel;Role;Sampling;Signal Transduction;Signaling Molecule;Smooth Muscle Actin Staining Method;Staining method;Stains;Stimulus;Therapeutic;Time;Tissues;Transcriptional Regulation;Transforming Growth Factor beta;Transforming Growth Factors;Transplantation;Virus Diseases;Work;Wound Healing;cell type;expectation;fibrogenesis;gene repression;in vivo;inhibitor/antagonist;loss of function;lung injury;migration;mouse model;mutant;new therapeutic target;novel;peripheral blood;programs;promoter;response;src-Family Kinases;surfactant;therapeutic target;transdifferentiation","Regulation of Fibroblast Phenotype in Lung Fibrosis","n/a","NHLBI","7645802","7/15/2009 12:00:00 AM"," ","5R01HL082818-03","5","R01","HL","082818","03"," ","REYNOLDS, HERBERT Y","8/15/2007 12:00:00 AM","9/11/2009 12:00:00 AM","Lung Injury, Repair, and Remodeling Study Section[LIRR]"," ","1863017","HAGOOD, JAMES S.","Not Applicable","07","PEDIATRICS","063690705","YND4PLMC9AN7","063690705","YND4PLMC9AN7","US","33.506935","-86.809252","1288803","UNIVERSITY OF ALABAMA AT BIRMINGHAM","BIRMINGHAM","AL","SCHOOLS OF MEDICINE","352940001","UNITED STATES","N","8/1/2009 12:00:00 AM","9/11/2009 12:00:00 AM","838","Non-SBIR/STTR","2009"," "," ","NHLBI"," "," "," ","363120",
"Dental/Oral and Craniofacial Disease","Acids;Adult;Affinity;Alternative Splicing;Binding;Binding Sites;Biochemical;Boxing;Cell surface;Charge;Classification;Complex;Comprehension;Coupled;Craniosynostosis;Cytoplasmic Tail;Data;Development;Disease;Embryo;Epithelial;FGFR2 gene;Family;Fibroblast Growth Factor;Fibroblast Growth Factor Receptor 1;Fibroblast Growth Factor Receptors;Growth Factor;Heparin;Heparin Binding;Human;Human Biology;Immunoglobulins;Kinetics;Knowledge;Lead;Life Cycle Stages;Ligand Binding;Literature;Malignant Neoplasms;Maps;Mediator of activation protein;Mesenchymal;Modeling;Molecular;Molecular Conformation;Mutation;PTB Domain;Pathway interactions;Pattern;Phospholipase;Phosphotransferases;Play;Positioning Attribute;Property;Protein Tyrosine Kinase;Publishing;Receptor Activation;Receptor Protein-Tyrosine Kinases;Receptor Tyrosine Kinase Gene;Regulation;Research Personnel;Rest;Role;Signal Transduction;Signaling Molecule;Specificity;Stretching;Structure;Surface Plasmon Resonance;Syndrome;Testing;Therapeutic;Tyrosine Kinase Domain;Tyrosine Phosphorylation;X-Ray Crystallography;base;design;extracellular;flexibility;gain of function mutation;inhibitor/antagonist;inorganic phosphate;man;member;novel;olfactory syndrome;polypeptide;receptor;response;skeletal;small molecule;src Homology Region 2 Domain;structural biology;wasting","Mechanisms of FGF Receptor Regulation and Signaling","n/a","NIDCR","7640998","6/12/2009 12:00:00 AM"," ","5R01DE013686-10","5","R01","DE","013686","10"," ","SCHOLNICK, STEVEN","7/1/2000 12:00:00 AM","6/30/2010 12:00:00 AM","Biophysics and Biophysical Chemistry A Study Section[BBCA]"," ","6190173","MOHAMMADI, MOOSA ","Not Applicable","12","BIOCHEMISTRY","121911077","M5SZJ6VHUHN8","121911077","M5SZJ6VHUHN8","US","40.744985","-73.978118","5998304","NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NEW YORK","NY","SCHOOLS OF MEDICINE","10016","UNITED STATES","N","7/1/2009 12:00:00 AM","6/30/2010 12:00:00 AM","121","Non-SBIR/STTR","2009"," "," ","NIDCR"," "," "," ","621465",
"Biotechnology; Cancer; Clinical Research; Digestive Diseases; Genetics; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human","Abdomen;Academic Medical Centers;Adipose tissue;Adult;Affect;Animals;Antibiotics;Apoptosis;Award;B-Lymphocytes;Bacteria;Belief;Biology;Biomedical Research;Birth;Bone Marrow;Bone Marrow Transplantation;Cardiovascular system;Cells;Chimera organism;Collection;Complex;Data Set;Disease;Dose;Endothelial Cells;Endothelium;Engineering;Environment;Epithelial;Epithelium;Evolution;Exhibits;Family;Fibrinogen;Foundations;Functional disorder;Gastrointestinal Diseases;Gene Expression;Genes;Genetic;Genotype;Germ-Free;Gnotobiotic;Goals;Harvest;Immune;Indigenous;Injury;Internal Medicine;Intestines;Investigation;Knock-out;Knockout Mice;Lasers;Learning;Lymphocyte;Mammals;Mesenchymal;Mesenchyme;Methods;Microbe;Molecular;Molecular Analysis;Morula;Mus;Organ;Pathogenesis;Pathway interactions;Pelvic Cancer;Phenotype;Physicians;Play;Population;Postdoctoral Fellow;Principal Investigator;Process;Proteins;Radiation;Radiation Chimera;Radiation Enteritis;Radiation Tolerance;Radiation therapy;Rag1 Mouse;Receptor Signaling;Recombinant Proteins;Recombinants;Regulation;Research;Research Personnel;Resistance;Role;Scientist;Series;Shapes;Signal Pathway;Societies;Specific qualifier value;System;Testing;Time;Toll-like receptors;Training;Transgenes;Transgenic Organisms;Universities;Villus;Washington;Whole-Body Irradiation;acrosome stabilizing factor;base;career;cell injury;design;functional genomics;gastrointestinal;gastrointestinal epithelium;insight;intestinal epithelium;intestinal villi;irradiation;member;microbial;microbial host;microorganism;mouse model;novel;novel therapeutics;progenitor;programs;research study;response to injury","Gnotobiotic mouse models/microbial regulation of intestinal injury","n/a","NIDDK","7552013","12/15/2008 12:00:00 AM","PA-00-003","5K08DK073282-04","5","K08","DK","073282","04"," ","PODSKALNY, JUDITH M,","1/20/2006 12:00:00 AM","12/31/2010 12:00:00 AM","Digestive Diseases and Nutrition C Study Section[DDK-C]"," ","2599788","CRAWFORD, PETER A","Not Applicable","01","INTERNAL MEDICINE/MEDICINE","068552207","L6NFUM28LQM5","068552207","L6NFUM28LQM5","US","38.647241","-90.300814","9083901","WASHINGTON UNIVERSITY","SAINT LOUIS","MO","SCHOOLS OF MEDICINE","631304862","UNITED STATES","N","1/1/2009 12:00:00 AM","12/31/2009 12:00:00 AM","847","Other Research-Related","2009"," "," ","NIDDK"," "," "," ","121531",
"Cancer; Lung; Lung Cancer; Smoking and Health; Tobacco","A549;Accounting;Adhesions;Affect;Apoptosis;Apoptotic;Arrestin Beta 1;Biochemical;Biological Assay;Blood Vessels;Butanones;Carcinogens;Cardiovascular Diseases;Cell Culture System;Cell Line;Cell Nucleus;Cell Proliferation;Cells;Colorectal Cancer;Development;Disease;Epithelial;Event;Exposure to;Functional disorder;G Protein-Coupled Receptor Signaling;Gene Expression;Gene Expression Regulation;Growth;Immigration;In Vitro;Lead;Light;Lung;Lung Neoplasms;Malignant Epithelial Cell;Malignant Neoplasms;Malignant neoplasm of lung;Mediating;Mesenchymal;Molecular;Molecular Target;Mus;N&apos;-nitrosonornicotine;Neoplasm Metastasis;Neuroglia;Nicotine;Nicotinic Receptors;Non-Small-Cell Lung Carcinoma;Nuclear Translocation;Oncogenic;Patients;Play;Process;Property;Proteins;Relative (related person);Reporting;Resistance;Role;Scaffolding Protein;Signal Transduction;Smoker;Smoking;System;Tobacco;Tobacco smoke;Tobacco use;Tobacco-Associated Carcinogen;Transcriptional Activation;Tumor Cell Invasion;Tyrosine Phosphorylation;angiogenesis;arrestin 1;base;cancer cell;chemotherapeutic agent;cigarette smoking;combat;computerized data processing;in vivo;insight;mouse model;novel;promoter;receptor;research study;response;smoking cessation;src-Family Kinases;tissue/cell culture;tumor;tumor growth;tumor progression;tumorigenesis","Role of Beta-arrestin-1 and Src in nAChR Signaling and Lung Caancer","n/a","NCI","7615031","1/29/2009 12:00:00 AM","PA-07-070","5R01CA127725-02","5","R01","CA","127725","02"," ","SNYDERWINE, ELIZABETH G","4/17/2008 12:00:00 AM","1/31/2013 12:00:00 AM","Tumor Microenvironment Study Section[TME]"," ","1868394","CHELLAPPAN, SRIKUMAR P.","Not Applicable","14","Unavailable","139301956","DVHKP4N619V9","139301956","DVHKP4N619V9","US","28.062545","-82.419587","3736101","H. LEE MOFFITT CANCER CTR & RES INST","TAMPA","FL","Research Institutes","336129497","UNITED STATES","N","2/1/2009 12:00:00 AM","1/31/2010 12:00:00 AM","396","Non-SBIR/STTR","2009"," "," ","NCI"," "," "," ","346007",
"Aging; Genetics; Osteoporosis","Affect;Birth;Bone Marrow;Cartilage;Cell Differentiation process;Cells;Charcot-Marie-Tooth Disease;Chondrocytes;Collagen Type X;Commit;Complex;DNA Binding;Deformity;Demyelinations;Down-Regulation;Elements;Exhibits;FGFR2 gene;Fibroblast Growth Factor;Fibroblast Growth Factor Receptors;Figs - dietary;Genetic;Human;In Situ Hybridization;Knockout Mice;Lead;MAPK1 gene;MAPK3 gene;Mediating;Mesenchymal;Mitogen-Activated Protein Kinases;Mus;Mutation;Osteoblasts;Osteocalcin;Osteogenesis;Osteoporosis;Pathway interactions;Periosteal Cell;Periosteum;Peripheral Nerves;Phenotype;Play;Primary Ossification Center;Proteins;Regulation;Response Elements;Role;Signal Transduction;Skeletal Development;Syndrome;System;Testing;Time;Transgenes;Undifferentiated;base;beta catenin;bone;bone epiphysis;cartilage development;humerus;insight;neurodevelopment;novel;osteoblast differentiation;osteogenic;promoter;public health relevance;research study;skeletal;skeletal disorder;skeletogenesis;tibia;transcription factor","ERK Mitogen Activated Protein Kinases in Skeletogenesis","
Project Narrative
Human mutations in the molecules in the ERK MAPK pathway have been identified in a number
of skeletal syndromes. This study identifies novel regulatory mechanisms of bone formation by
ERK1 and ERK2. The identification of the regulatory mechanisms will provide much needed
information for controlling bone formation in various skeletal disorders such as osteoporosis and
genetic skeletal syndromes.","NIAMS","7735510","8/10/2009 12:00:00 AM","PA-07-070","1R01AR055556-01A2","1","R01","AR","055556","01","A","WANG, FEI","8/10/2009 12:00:00 AM","7/31/2014 12:00:00 AM","Skeletal Biology Development and Disease Study Section[SBDD]"," ","8049309","MURAKAMI, SHUNICHI ","Not Applicable","11","ORTHOPEDICS","077758407","HJMKEF7EJW69","077758407","HJMKEF7EJW69","US","41.505076","-81.609998","218601","CASE WESTERN RESERVE UNIVERSITY","CLEVELAND","OH","SCHOOLS OF MEDICINE","441061712","UNITED STATES","N","8/10/2009 12:00:00 AM","7/31/2010 12:00:00 AM","846","Non-SBIR/STTR","2009"," "," ","NIAMS"," "," "," ","353250",
"Cardiovascular; Clinical Research; Genetics; Heart Disease; Human Genome; Pediatric; Regenerative Medicine; Stem Cell Research","22q11;Animal Model;Biological Models;Candidate Disease Gene;Cardiac;Cardiac Myocytes;Cell Differentiation process;Cell Line;Cells;Clinical Data;DNA;Data;Development;Family member;Fibroblasts;Gene Dosage;Gene Expression;Gene Expression Profile;Gene Mutation;Genetic;Genetic Transcription;Genomics;Heart;Heritability;Human;Individual;Infant;Lead;Left ventricular structure;Lesion;Link;Measures;Mesenchymal;Modeling;Molecular Profiling;Morbidity - disease rate;Morphogenesis;Multipotent Stem Cells;Mutation;Myocardial;Parents;Pathogenesis;Patients;Pattern;Phenotype;Pluripotent Stem Cells;Population;Population Study;Positioning Attribute;Production;RNA;RNA Sequences;RNA Splicing;Registries;Resources;Right ventricular structure;Sampling;Skin;Smooth Muscle;Somatic Cell;Stem cells;Structure;Study models;System;Testing;Tetralogy of Fallot;Time;cardiogenesis;clinical phenotype;congenital heart disorder;improved;in vitro Model;induced pluripotent stem cell;insight;malformation;microdeletion;molecular phenotype;mortality;novel;progenitor;public health relevance;repository;research study;stem;transcription factor","Characterization of Cardiac Progenitors Derived from 22q11-deleted Patients","
Narrative
 Congenital heart disease is the leading non-infectious cause of morbidity and
mortality among infants. Over the past two decades, studies in model organisms have
greatly advanced our understanding of the genetic causes of congenital heart disease.
However, it has not been possible to directly study the effect of gene mutations on
human heart development. Recent advances in production of pluripotent cells from skin
cells of patients allows us for the first time to overcome this hurdle and directly
investigate the effect of gene mutations on human heart development. In this proposal,
we study the effect of 22q11 deletion, the most common chromosomal microdeletion
associated with congenital heart disease, on cardiac differentiation and gene expression
in progenitor cells derived from patients with 22q11 deletion and tetralogy of Fallot.
These studies will yield unique insights into how 22q11 deletion causes this form of
congenital heart disease.","NHLBI","7818254","9/21/2009 12:00:00 AM","RFA-OD-09-003","1RC1HL099618-01","1","RC1","HL","099618","01"," ","SCHRAMM, CHARLENE A","9/30/2009 12:00:00 AM","8/31/2011 12:00:00 AM","Special Emphasis Panel[ZRG1-CVRS-B(58)R]"," ","2107930","PU, WILLIAM TSWENCHING","CHIEN, KENNETH R","07","Unavailable","076593722","Z1L9F1MM1RY3","076593722","Z1L9F1MM1RY3","US","42.340629","-71.094923","1504801","BOSTON CHILDREN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021155724","UNITED STATES","N","9/30/2009 12:00:00 AM","8/31/2010 12:00:00 AM","701","Non-SBIR/STTR","2009"," "," ","NHLBI"," "," "," ","500000",
"No NIH Category available","Adaptor Signaling Protein;Address;Adherens Junction;Adhesions;Affect;Behavior;Binding;Biological Models;Biology;Cancer Center;Cell Adhesion Molecules;Cell Density;Cell Line;Cell Proliferation;Cell membrane;Cell physiology;Cells;Complex;Contact Inhibition;Data;Defect;Development;Diagnostic;Disease;Drug Design;E-Cadherin;Environment;Epithelial;Epithelial Cells;Event;Focal Adhesions;GIT1 gene;Goals;Growth Factor;Guanine;Guanine Nucleotide Exchange Factors;Homeostasis;Hyperplasia;In Vitro;Kinetics;Lateral;Lipids;MDCK cell;MEKs;Mediating;Membrane;Mesenchymal;Microscopy;Molecular;Morphogenesis;Morphology;Organism;Outcome;Pathway interactions;Phenotype;Phosphatidylinositols;Phosphotransferases;Play;Process;Production;Proteins;RNA Interference;Recruitment Activity;Regulation;Reporting;Research;Research Personnel;Role;Signal Pathway;Signal Transduction;Site;Testing;Tissues;base;carcinogenesis;cell growth;cell motility;extracellular;inhibitor/antagonist;injury and repair;innovation;insight;kidney epithelial cell;member;mutant;novel;p21-activated kinase 1;paxillin;phosphatidylinositol 3-phosphate;phosphoinositide 3-phosphate;programs;protein complex;research study;rho;rho GTP-Binding Proteins;small molecule","Regulation of epithelial contact inhibition by Rac effector proteins","n/a","NIGMS","7649477","7/2/2009 12:00:00 AM"," ","5R01GM076363-05","5","R01","GM","076363","05"," ","FLICKER, PAULA F","7/1/2006 12:00:00 AM","6/30/2011 12:00:00 AM","Special Emphasis Panel[ZRG1-ICI-G(01)Q]"," ","8235198","ZEGERS, MIRJAM M.","Not Applicable","01","SURGERY","005421136","ZUE9HKT2CLC9","005421136","ZUE9HKT2CLC9","US","41.789554","-87.601172","1413601","UNIVERSITY OF CHICAGO","CHICAGO","IL","SCHOOLS OF MEDICINE","606372612","UNITED STATES","N","7/1/2009 12:00:00 AM","6/30/2010 12:00:00 AM","859","Non-SBIR/STTR","2009"," "," ","NIGMS"," "," "," ","263300",
"Breast Cancer; Cancer; Genetics","Acinus organ component;Basement membrane;Biochemical;Bioluminescence;Breast Cancer Cell;Cause of Death;Cell Nucleus;Cell-Cell Adhesion;Cells;Clinical;Collagen;Data Analyses;Distant;E-Cadherin;Epithelial Cells;Event;Family;Felis catus;Genetic;Genetic Transcription;Goals;Human;Image;Integrins;Laboratories;Light;Lung;MMP2 gene;MMP9 gene;Mammary gland;Matrix Metalloproteinases;Mediating;Methods;Micrometastasis;Modeling;Molecular;Neoplasm Metastasis;Neutrophil Collagenase;Nuclear;Nuclear Translocation;Nude Mice;Outcome;PTK2 gene;Pathway interactions;Patients;Phenotype;Play;Proteins;Regulation;Repression;Research;Role;Signal Transduction;Site;Snails;Sorting - Cell Movement;Specimen;Staging;Staining method;Stains;Testing;Tissue Sample;Tumor Cell Invasion;Tumor Tissue;Vascular Endothelial Cell;Woman;Xenograft procedure;beta catenin;cancer cell;design;epithelial to mesenchymal transition;human MMP14 protein;in vivo;knock-down;malignant breast neoplasm;mouse model;neoplastic cell;new therapeutic target;novel;novel therapeutic intervention;overexpression;prevent;public health relevance;slug;small hairpin RNA;transcription factor;tumor;tumor growth","KLF8 Regulation of EMT Tumor Metastasis","
Project Narrative
Our lab has been leading the study of KLF8 and has made major contributions to advancing this field of
research. Our identification of KLF8 as an inducer of EMT and invasion and a regulator of E-cad and MMPs is
significant as KLF8 represents a novel family of EMT-inducing transcription factors. Completion of this study
will further advance this field by shedding new light on mechanisms responsible for breast cancer metastasis
and providing new targets for novel therapeutic designs.","NCI","7737433","7/15/2009 12:00:00 AM","PA-07-070","1R01CA132977-01A2","1","R01","CA","132977","01","A","SNYDERWINE, ELIZABETH G","7/1/2009 12:00:00 AM","4/30/2014 12:00:00 AM","Tumor Microenvironment Study Section[TME]"," ","7752181","ZHAO, JIHE ","Not Applicable","20","ANATOMY/CELL BIOLOGY","190592162","G6VVMPNK4Y48","190592162","G6VVMPNK4Y48","US","42.653127","-73.774154","8455007","ALBANY MEDICAL COLLEGE","ALBANY","NY","SCHOOLS OF MEDICINE","122083479","UNITED STATES","N","7/1/2009 12:00:00 AM","4/30/2010 12:00:00 AM","396","Non-SBIR/STTR","2009"," "," ","NCI"," "," "," ","290359",
"Aging; Biotechnology; Cancer; Prostate Cancer; Urologic Diseases","Adhesions;Apoptosis;Award;Behavior;Bone Diseases;Cancer Etiology;Cancer Research Project;Cell Communication;Cell Proliferation;Cell physiology;Cells;Cessation of life;Characteristics;Collaborations;Commit;Data;Development;Diagnostic;Ductal;Embryonic Development;Epithelial;Erinaceidae;Extracellular Matrix;Family;Gene Targeting;Genes;Gills;Glycopeptides;Growth;Human;Incidence;Institution;Invaded;Lead;Link;Malignant Neoplasms;Malignant neoplasm of prostate;Mediating;Mesenchymal;Metastatic Neoplasm to the Bone;Modeling;Morphogenesis;Mus;Nature;Neoplasm Metastasis;Osteoblasts;Osteogenesis;Pathway interactions;Prostate;Prostate carcinoma;Prostatic Neoplasms;Proteins;Repression;Research;Research Personnel;Research Proposals;Research Support;Role;Scientist;Second Primary Cancers;Signal Pathway;Signal Transduction;Site;Testing;Therapeutic;Time;Training;Transcriptional Activation;Transcriptional Regulation;United States;Work;Xenograft procedure;base;bone;bone cell;cancer cell;cancer type;career;cell stroma;in vivo;insight;men;migration;mortality;novel;osteoblast differentiation;osteopontin;prevent;programs;transcription factor;tumor;tumor growth","Shh Signaling: Role in Prostate Cancer Bone Metastasis","n/a","NCI","7934312","9/22/2009 12:00:00 AM","PAR-03-101","3K22CA111526-03S1","3","K22","CA","111526","03","S","OJEIFO, JOHN O","9/30/2009 12:00:00 AM","9/29/2010 12:00:00 AM","Transition to Independence Study Section (I)[NCI-I]"," ","8239900","LAMM, MARILYN L. G.","Not Applicable","07","Unavailable","074438755","XJ7MMPHBMGM7","074438755","XJ7MMPHBMGM7","US","41.925447","-87.647474","1525701","LURIE CHILDREN'S HOSPITAL OF CHICAGO","CHICAGO","IL","Independent Hospitals","606112991","UNITED STATES","N","9/30/2009 12:00:00 AM","9/29/2010 12:00:00 AM","701","Other Research-Related","2009"," "," ","NCI"," "," "," ","100483",
"Cancer; Colo-Rectal Cancer; Digestive Diseases; Genetics","Animal Model;Apoptosis;Binding;Cancer Etiology;Cell Line;Colon Carcinoma;Colorectal;Colorectal Cancer;Colorectal Neoplasms;Complex;Data;Defect;Deposition;Diagnosis;Disease;Dissection;Epigenetic Process;Epithelial;Epithelial Cells;Extracellular Matrix;Face;Fibrosis;Gastrointestinal tract structure;Gene Expression Profile;Genetic;Genetic Transcription;Genetically Engineered Mouse;Genome Stability;Genomics;Goals;Growth;Histones;Hyperactive behavior;Immunosuppression;Intestinal Neoplasms;Intestines;Lead;Malignant Neoplasms;Mediating;Mesenchymal;Microarray Analysis;Molecular;Morbidity - disease rate;Mus;Mutation;Neoplasm Metastasis;Oncogenic;Pathogenesis;Pathway interactions;Patients;Peptides;Regulation;Resistance;Signal Pathway;Signal Transduction;Staging;Testing;Therapeutic;Transforming Growth Factor beta;Translating;Tumor Promoters;Tumor Promotion;Tumor Suppression;Tumor Suppressor Proteins;United States;advanced disease;angiogenesis;attenuation;autocrine;cancer cell;cell transformation;design;human HDAC1 protein;human migration;improved;in vitro Model;in vivo;intestinal epithelium;metallothionein III;mortality;neoplastic;novel;novel strategies;prevent;receptor;research study;transcription factor;tumor;tumor progression;tumorigenesis","TGF-Beta Regulation of Intestinal Epithelial Cells","n/a","NIDDK","7892878","8/14/2009 12:00:00 AM"," ","3R01DK059656-09S1","3","R01","DK","059656","09","S","SERRANO, JOSE","8/15/2009 12:00:00 AM","5/31/2011 12:00:00 AM","Gastrointestinal Cell and Molecular Biology Study Section[GCMB]"," ","1874420","BARNARD, JOHN A","Not Applicable","03","Unavailable","147212963","EYMJXLN2MFB4","147212963","EYMJXLN2MFB4","US","39.952467","-82.979099","1495302","RESEARCH INST NATIONWIDE CHILDREN'S HOSP","COLUMBUS","OH","Research Institutes","432052664","UNITED STATES","N","8/15/2009 12:00:00 AM","5/31/2011 12:00:00 AM","701","Non-SBIR/STTR","2009"," "," ","NIDDK"," "," "," ","84159",
"Cancer; Colo-Rectal Cancer; Digestive Diseases; Genetics","Animal Model;Apoptosis;Binding;Cancer Etiology;Cell Line;Colon Carcinoma;Colorectal;Colorectal Cancer;Colorectal Neoplasms;Complex;Data;Defect;Deposition;Diagnosis;Disease;Dissection;Epigenetic Process;Epithelial;Epithelial Cells;Extracellular Matrix;Face;Fibrosis;Gastrointestinal tract structure;Gene Expression Profile;Genetic;Genetic Transcription;Genetically Engineered Mouse;Genome Stability;Genomics;Goals;Growth;Histones;Hyperactive behavior;Immunosuppression;Intestinal Neoplasms;Intestines;Lead;Malignant Neoplasms;Mediating;Mesenchymal;Microarray Analysis;Molecular;Morbidity - disease rate;Mus;Mutation;Neoplasm Metastasis;Oncogenic;Pathogenesis;Pathway interactions;Patients;Peptides;Regulation;Resistance;Signal Pathway;Signal Transduction;Staging;Testing;Therapeutic;Transforming Growth Factor beta;Translating;Tumor Promoters;Tumor Promotion;Tumor Suppression;Tumor Suppressor Proteins;United States;advanced disease;angiogenesis;attenuation;autocrine;cancer cell;cell transformation;design;human HDAC1 protein;human migration;improved;in vitro Model;in vivo;intestinal epithelium;metallothionein III;mortality;neoplastic;novel;novel strategies;prevent;receptor;research study;transcription factor;tumor;tumor progression;tumorigenesis","TGF-Beta Regulation of Intestinal Epithelial Cells","n/a","NIDDK","7620916","5/7/2009 12:00:00 AM"," ","5R01DK059656-09","5","R01","DK","059656","09"," ","SERRANO, JOSE","9/1/2000 12:00:00 AM","5/31/2011 12:00:00 AM","Gastrointestinal Cell and Molecular Biology Study Section[GCMB]"," ","1874420","BARNARD, JOHN A","Not Applicable","03","Unavailable","147212963","EYMJXLN2MFB4","147212963","EYMJXLN2MFB4","US","39.952467","-82.979099","1495302","RESEARCH INST NATIONWIDE CHILDREN'S HOSP","COLUMBUS","OH","Research Institutes","432052664","UNITED STATES","N","6/1/2009 12:00:00 AM","5/31/2011 12:00:00 AM","847","Non-SBIR/STTR","2009"," "," ","NIDDK"," "," "," ","290288",
