"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","Primary DUNS","Primary UEI","DUNS Number","UEI","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available","Alveolar;Alveolus;Anti-Inflammatory Agents;Anti-inflammatory;Area;Behavior;Bronchiolitis Obliterans Organizing Pneumonia;Cell Death;Cell Line;Cell Separation;Cell physiology;Cells;Cessation of life;Characteristics;Chronic;Cicatrix;Clinical;Collagen Type I;Data;Deposition;Diagnosis;Disease;Disease Progression;Educational workshop;Epithelial;Epithelial Cells;Facies;Fibroblasts;Fibrosis;Future;Genetic Transcription;Goals;Hamman-Rich syndrome;Healed;Heart;Histopathology;Individual;Inflammation;Injury;Integrins;Integumentary system;Interstitial Lung Diseases;Kidney;Knowledge;Lead;Lesion;Liver;Lung;Lung Transplantation;Lung diseases;Mind;Molecular;Myofibroblast;National Heart, Lung, and Blood Institute;Nature;Normal tissue morphology;Outcome;Pathogenesis;Pathology;Phenotype;Physiological;Process;Prognostic Factor;Progressive Disease;Proliferating;Refractory;Regulation;Research;Research Personnel;Research Project Grants;Role;Science;Scientist;Sentinel;Signal Transduction;Specimen;Staging;Tissues;Transcriptional Regulation;Translating;Translations;Work;cell injury;cytokine;effective therapy;epithelial to mesenchymal transition;healing;insight;lung repair;macromolecule;novel therapeutics;programs;response;theories;tissue repair","IPF Fibroblast Phenotype","This PPG will provide mechanistic insight into the molecular processes that make an IPF fibroblast abnormal by uncovering those components of the myofibroblast cellular machinery that result in unrelenting fibrosis in IPF. We believe the work proposed within this PPG represents some of the best science in IPF research and will advance the field and lead to novel therapeutic strategies to limit the progressive fibrosis of IPF.","NHLBI","8242760","3/29/2012 12:00:00 AM"," ","5P01HL091775-04","5","P01","HL","091775","04"," ","EU, JERRY PC","4/1/2009 12:00:00 AM","3/31/2014 12:00:00 AM","Heart, Lung, and Blood Program Project Study Section[HLBP]"," ","1903478","HENKE, CRAIG A","Not Applicable","05","INTERNAL MEDICINE/MEDICINE","555917996","KABJZBBJ4B54","555917996","KABJZBBJ4B54","US","44.974119","-93.227014","1450402","UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN","SCHOOLS OF MEDICINE","554552070","UNITED STATES","N","4/1/2012 12:00:00 AM","3/31/2013 12:00:00 AM","838","Non-SBIR/STTR","2012"," "," ","NHLBI","1273636","399441"," ","1673077",
"Breast Cancer; Cancer; Genetics","Adhesions;Adhesives;Basement membrane;Cell Adhesion Molecules;Cells;Chimera organism;Data;Disease;Enzymes;Event;Exhibits;Extravasation;FGFR1 gene;Fibroblast Growth Factor Receptors;Gelatinase B;Genes;Health;In Vitro;Intervention;Lead;Lung;MAP Kinase Gene;MAP2K1 gene;Mediating;Metalloproteases;Metastatic Neoplasm to the Lung;Metastatic to;Modeling;Mouse Mammary Tumor Virus;Mus;Mutation;N-Cadherin;Neoplasm Metastasis;Oncogenes;Outcome;Pathway interactions;Pharmaceutical Preparations;Phosphorylation;Play;Polyomavirus;Process;Production;Publishing;Reagent;Relative (related person);Role;Seeds;Signal Transduction;Site;Testing;Therapeutic;Transgenic Mice;Transgenic Organisms;Up-Regulation;Vascular Endothelium;Viral Tumor Antigens;base;cancer cell;cell motility;design;epithelial to mesenchymal transition;extracellular;improved;in vivo;inhibitor/antagonist;insight;kinase inhibitor;malignant breast neoplasm;mammary epithelium;migration;mouse model;mutant;neoplastic cell;novel;overexpression;promoter;slug;transcription factor;tumor","EMT, Extravasation and metastasis by N-Cadherin signaling","
 Project Narrative
 We found that the EMT transcription factor, Slug, is upregulated in tumors and metastases in which N-
cadherin is upregulated. We believe that N-cadherin signaling through the FGF receptor induces a cascade of
events that leads to Slug induction, extravasation and metastasis. We will rule out the role of N-cadherin
adhesion in this process. We believe these studies will broaden our understanding of mechanisms that
regulate breast cancer metastasis and will provide insights into therapeutic application.","NCI","8213685","12/30/2011 12:00:00 AM","PA-07-070","5R01CA135061-04","5","R01","CA","135061","04"," ","AULT, GRACE S","3/1/2009 12:00:00 AM","12/31/2013 12:00:00 AM","Tumor Cell Biology Study Section[TCB]"," ","2268252","HAZAN, RACHEL B","Not Applicable","14","PATHOLOGY","110521739"," ","110521739"," ","US","40.851026","-73.844361","9433501","ALBERT EINSTEIN COLLEGE OF MEDICINE","BRONX","NY","SCHOOLS OF MEDICINE","104611900","UNITED STATES","N","1/1/2012 12:00:00 AM","12/31/2012 12:00:00 AM","396","Non-SBIR/STTR","2012"," "," ","NCI","201275","132842"," ","334117",
"Cancer; Lung; Lung Cancer; Smoking and Health; Tobacco","A549;Accounting;Adhesions;Affect;Apoptosis;Apoptotic;Arrestin Beta 1;Biochemical;Biological Assay;Blood Vessels;Butanones;Carcinogens;Cardiovascular Diseases;Cell Culture System;Cell Line;Cell Nucleus;Cell Proliferation;Cells;Colorectal Cancer;Development;Disease;Epithelial;Event;Exposure to;Functional disorder;G Protein-Coupled Receptor Signaling;Gene Expression;Gene Expression Regulation;Growth;Immigration;In Vitro;Lead;Light;Lung;Lung Neoplasms;Malignant Epithelial Cell;Malignant Neoplasms;Malignant neoplasm of lung;Mediating;Mesenchymal;Molecular;Molecular Target;Mus;N&apos;-nitrosonornicotine;Neoplasm Metastasis;Neuroglia;Nicotine;Nicotinic Receptors;Non-Small-Cell Lung Carcinoma;Nuclear Translocation;Oncogenic;Patients;Play;Process;Property;Proteins;Relative (related person);Reporting;Resistance;Role;Scaffolding Protein;Signal Transduction;Smoker;Smoking;System;Tobacco;Tobacco smoke;Tobacco use;Tobacco-Associated Carcinogen;Transcriptional Activation;Tumor Angiogenesis;Tumor Cell Invasion;Tyrosine Phosphorylation;angiogenesis;arrestin 1;base;cancer cell;chemotherapeutic agent;cigarette smoking;combat;computerized data processing;in vivo;insight;mouse model;novel;promoter;receptor;research study;response;smoking cessation;src-Family Kinases;tissue/cell culture;tumor;tumor growth;tumor progression;tumorigenesis","Role of Beta-arrestin-1 and Src in nAChR Signaling and Lung Caancer","n/a","NCI","8208242","2/27/2012 12:00:00 AM","PA-07-070","5R01CA127725-05","5","R01","CA","127725","05"," ","JHAPPAN, CHAMELLI","4/17/2008 12:00:00 AM","7/31/2013 12:00:00 AM","Tumor Microenvironment Study Section[TME]"," ","1868394","CHELLAPPAN, SRIKUMAR P.","Not Applicable","14","Unavailable","139301956","DVHKP4N619V9","139301956","DVHKP4N619V9","US","28.062545","-82.419587","3736101","H. LEE MOFFITT CANCER CTR & RES INST","TAMPA","FL","Research Institutes","336129497","UNITED STATES","N","2/1/2012 12:00:00 AM","7/31/2013 12:00:00 AM","396","Non-SBIR/STTR","2012"," "," ","NCI","201275","134854"," ","336129",
"Autoimmune Disease; Biotechnology; Clinical Research; Genetics; Lung; Rare Diseases","Acute Lung Injury;Alveolar;Aminopeptidase;Attenuated;Bleomycin;Cell Cycle;Cell Cycle Progression;Cell Cycle Regulation;Cell Growth Processes;Cell Proliferation;Cells;Cellular biology;Chronic Disease;Cicatrix;Collagen;Critical Care;Data;Deposition;Development;Disease;Engineering;Environment;Enzymes;Epithelial Cells;Epithelium;Family;Fibroblasts;Fibrosis;Gene Expression Profiling;Genes;Goals;Growth Factor;Hamman-Rich syndrome;Hypersensitivity;Immunology;In Vitro;Interstitial Lung Diseases;Knock-out;Laboratory Research;Lung;Lung Transplantation;Lung diseases;Mediator of activation protein;Medicine;Mentors;Mesenchymal;Messenger RNA;Microarray Analysis;Microdissection;Modeling;Mus;Myofibroblast;Nuclear;Pathogenesis;Pathologic;Patients;Peptide Hydrolases;Phosphorylation;Physicians;Play;Process;Proliferating;Protocols documentation;Pulmonary Fibrosis;Relative (related person);Research;Research Personnel;Research Support;Resistance;Role;Sampling;Small Interfering RNA;Specimen;Surgeon;Symptoms;Testing;Training;Transgenic Mice;Universities;Up-Regulation;Work;Wound Healing;alveolar epithelium;career;college;effective therapy;fumagillin;indium-bleomycin;inhibitor/antagonist;injured;member;methionine aminopeptidase 2;mouse model;new therapeutic target;novel;oncoprotein p21;training project","Methionine Aminopeptidase 2 in Pulmonary Fibrosis","n/a","NHLBI","8207254","12/30/2011 12:00:00 AM","PA-06-512","5K08HL083085-06","5","K08","HL","083085","06"," ","COLOMBINI-HATCH, SANDRA","1/1/2008 12:00:00 AM","3/31/2013 12:00:00 AM","ZHL1-CSR-X(O1)"," ","2084265","KASS, DANIEL J","Not Applicable","18","INTERNAL MEDICINE/MEDICINE","004514360","MKAGLD59JRL1","004514360","MKAGLD59JRL1","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","152133320","UNITED STATES","N","1/1/2012 12:00:00 AM","3/31/2013 12:00:00 AM","838","Other Research-Related","2012"," "," ","NHLBI","120100","9608"," ","129708",
"Biotechnology; Breast Cancer; Cancer; Clinical Research; Genetics; Ovarian Cancer; Rare Diseases","Adipocytes;Affect;Applications Grants;Behavior;Breast Carcinoma;Carcinoma;Cataloging;Catalogs;Cells;Clinical;Connective Tissue;Connective Tissue Cells;Data;Data Set;Development;Diagnosis;Endothelial Cells;Epithelial;Fibroblasts;Future;Gene Expression;Gene Expression Profile;Gene Expression Profiling;Genes;Goals;Growth;Immunohistochemistry;In Situ Hybridization;Lead;Maintenance;Malignant - descriptor;Malignant Epithelial Cell;Malignant Neoplasms;Malignant neoplasm of ovary;Mediating;Mesenchymal;Molecular Profiling;Myofibroblast;Operative Surgical Procedures;Outcome;Ovarian Carcinoma;Pathologic;Pathologist;Pathway interactions;Patients;Pattern;Play;Process;Prognostic Marker;Publishing;Reaction;Research;Role;Series;Signal Transduction;Soft Tissue Neoplasms;Specimen;Stromal Cells;Stromal Neoplasm;Tissue Microarray;Tissues;Tumor Tissue;Variant;cancer cell;cancer therapy;cell type;experience;field study;follow-up;genome-wide;lymph nodes;malignant breast neoplasm;neoplastic cell;novel;novel marker;prognostic;response;sarcoma;therapeutic target;therapy resistant;tool;tumor;tumor growth;tumor progression","Discovery of Gene Expression Signatures in Cancer Stroma","
PROJECT NARRATIVE
This grant proposal aims to expand our understanding of stromal responses to cancer and, by finding new
genes and pathways involved in this response, identify new targets for tumor microenvironment-targeted
therapy. In addition to their use as prognostic markers, we believe that potential therapeutic targets may also
be discovered in the group of genes, especially those involved in ""cross-talk"" between cancer and stromal
cells. The fact that different carcinomas share expression of these targets would mean that large groups of
patients suffering from a variety of tumors could benefit.","NCI","8197004","12/6/2011 12:00:00 AM","PA-07-070","5R01CA129927-05","5","R01","CA","129927","05"," ","LIVELY, TRACY LUGO","1/10/2009 12:00:00 AM","11/30/2013 12:00:00 AM","Tumor Microenvironment Study Section[TME]"," ","8748247","WEST, ROBERT B","Not Applicable","18","PATHOLOGY","009214214","HJD6G4D6TJY5","009214214","HJD6G4D6TJY5","US","37.429038","-122.178178","8046501","STANFORD UNIVERSITY","STANFORD","CA","SCHOOLS OF MEDICINE","943052004","UNITED STATES","N","12/1/2011 12:00:00 AM","11/30/2012 12:00:00 AM","394","Non-SBIR/STTR","2012"," "," ","NCI","239407","138856"," ","378263",
"Biotechnology; Genetics","Achievement;Adult;Age;Alleles;Binding;Biochemical;Biological Assay;Birth;Cartilage;Cartilage Diseases;ChIP-seq;Child;Chondrocytes;Chondrogenesis;Congenital Abnormality;Cyclic AMP-Dependent Protein Kinases;Data;Defect;Degenerative polyarthritis;Development;Disease;Elements;Enhancers;Ensure;Epiphysial cartilage;Extracellular Matrix;Gene Targeting;Genes;Genetic;Genetic Transcription;Genomics;Goals;Grant;Growth;Human;Hypertrophy;In Vitro;Knowledge;Lead;Life Expectancy;Lifting;Locus Control Region;Mediating;Mesenchymal;Molecular;Molecular Genetics;Mus;Mutation;Pain;Pathway interactions;Phosphorylation;Population;Prevalence;Proteins;RNA;Regulation;Research Design;Role;Severities;Signal Transduction;Site;Specific qualifier value;Staging;Testing;Tissues;To specify;Work;articular cartilage;base;cartilage development;chondrodysplasia;chromatin immunoprecipitation;cis acting element;high throughput screening;in vivo;insight;malformation;novel;parathyroid hormone-related protein;prevent;progenitor;programs;promoter;transcription factor","Sox9-mediated control of chondrogenesis","  This project is relevant to multiple types of cartilage malformation diseases (chondrodysplasias) and cartilage degeneration diseases (mainly osteoarthritis). Together, these diseases are highly prevalent in the human population and can have devastating consequences on life expectancy and quality from birth until senior age. Our studies are designed to increase understanding of the modes of action and regulation of Sox9, a protein with master roles in the control of genes required for cartilage development and function. We anticipate that the results of our studies will provide important new insights into mechanisms underlying cartilage diseases and will suggest novel, efficient ways to prevent and cure these diseases.   
      

","NIAMS","8334423","8/9/2012 12:00:00 AM","PA-10-067","5R01AR046249-13","5","R01","AR","046249","13"," ","TYREE, BERNADETTE","7/15/1999 12:00:00 AM","8/31/2016 12:00:00 AM","Special Emphasis Panel[ZRG1-MOSS-S(03)M]"," ","8004729","LEFEBVRE, VERONIQUE M","Not Applicable","11","OTHER BASIC SCIENCES","135781701","M5QFLTCTSQN6","135781701","M5QFLTCTSQN6","US","41.479276","-81.680233","10000858","CLEVELAND CLINIC LERNER COM-CWRU","CLEVELAND","OH","SCHOOLS OF MEDICINE","441950001","UNITED STATES","N","9/1/2012 12:00:00 AM","8/31/2013 12:00:00 AM","846","Non-SBIR/STTR","2012"," "," ","NIAMS","325131","185325"," ","510456",
"Biotechnology; Brain Cancer; Brain Disorders; Cancer; Neurosciences; Rare Diseases","Affect;Apoptosis;Biological;Cell Cycle Regulation;Cell Line;Cell Proliferation;Cell physiology;Cells;Central Nervous System Diseases;Clinical;Data;Development;Diagnostic;Disease;Down-Regulation;Employee Strikes;Event;Genetic;Genetic Transcription;Genomics;Glioblastoma;Glioma;Goals;Growth;Human;In Vitro;Knock-out;Knockout Mice;Knowledge;Laboratories;Lead;Ligands;Malignant Neoplasms;Mediating;Mesenchymal;Modality;Modeling;Molecular;Mus;Mutation;Neuraxis;Oncogene Proteins;Outcome;Pathogenesis;Pathogenicity;Pathway interactions;Patients;Phage Display;Phenotype;Phosphoric Monoester Hydrolases;Primary Neoplasm;Process;Property;Protein Dephosphorylation;Proteins;Regulation;Research;Role;Signal Transduction;Stat3 protein;Structure;System;Therapeutic;Transducers;Tumor Suppression;Tumor Suppressor Proteins;Tumor Tissue;United States;Work;Xenograft procedure;base;cell growth;human PTPRT protein;improved;in vivo;mouse model;multidisciplinary;neoplastic cell;novel;receptor;tumor;tumorigenesis","Elucidating the function of the widely inactivated phosphatase PTPRD in the molec"," Glioblastoma is a deadly disease of the central nervous system for which there is no cure. This fatal disease strikes patients in the United States and around the world. Our proposal will help illuminate the mechanisms underlying a novel, very frequently disrupted genetic pathway (the PTPRD/STAT3 pathway) in glioblastoma. Our work will significantly contribute to our understanding of the fundamental biological basis of this tumor and help identify novel targets for this devastating disease.  
  
    

","NCI","8302294","5/3/2012 12:00:00 AM","PA-10-067","5R01CA154767-02","5","R01","CA","154767","02"," ","YASSIN, RIHAB R","7/15/2011 12:00:00 AM","5/31/2016 12:00:00 AM","Cancer Molecular Pathobiology Study Section[CAMP]"," ","9306964","CHAN, TIMOTHY AN-THY","Not Applicable","12","Unavailable","064931884","KUKXRCZ6NZC2","064931884","KUKXRCZ6NZC2","US","40.764332","-73.955697","5079202","SLOAN-KETTERING INST CAN RESEARCH","NEW YORK","NY","Research Institutes","100656007","UNITED STATES","N","6/1/2012 12:00:00 AM","5/31/2013 12:00:00 AM","396","Non-SBIR/STTR","2012"," "," ","NCI","207500","172018"," ","379518",
"Biotechnology; Diabetes; Genetics; Obesity","Adipocytes;Adipose tissue;Adrenergic Agents;Adult;Antibodies;Beryllium;Binding;Biogenesis;Biology;Brown Fat;CREB1 gene;Cell Line;Cells;ChIP-seq;Deletion Mutation;Development;Diabetes Mellitus;EMSA;Epidemic;Event;Fatty acid glycerol esters;Future;Gene Activation;Gene Expression;Gene Expression Profile;Gene Targeting;Genes;Genetic Transcription;Glucose;Goals;Heating;Homeostasis;In Vitro;Insulin;Knock-out;Knockout Mice;Luciferases;Mesenchymal;Metabolic Diseases;Microarray Analysis;Mitochondria;Molecular;Morphology;Mus;Non-Insulin-Dependent Diabetes Mellitus;Obesity;Obesity associated disease;Physiology;Promoter Regions;Regulatory Element;Research;Role;Signal Pathway;Testing;Therapeutic;Thermogenesis;Tissues;Transcriptional Activation;Transgenic Mice;Zinc Fingers;adipocyte differentiation;adrenergic;gene induction;genome-wide;global health;in vivo;interest;loss of function;novel;novel marker;overexpression;promoter;small hairpin RNA;transcription factor;uncoupling protein 1","Role of B2 in Brown Fat Transcription and Development"," While white adipose tissue stores fat to increase adiposity, brown adipose tissue dissipates energy as heat for thermogenesis. This research is directed toward understanding the function of a brown adipocyte transcription factor that governs brown adipose tissue gene expression and development. Understanding the mechanism and signaling pathway for the action of this transcription factor will provide us novel targets to develop strategies to control obesity and associated diseases such as diabetes.   
      

","NIDDK","8436100","9/10/2012 12:00:00 AM","PA-11-260","1R01DK095338-01A1","1","R01","DK","095338","01","A","HAFT, CAROL R","9/10/2012 12:00:00 AM","6/30/2017 12:00:00 AM","Cellular Aspects of Diabetes and Obesity Study Section[CADO]"," ","1862096","SUL, HEI SOOK ","Not Applicable","13","NUTRITION","124726725","GS3YEVSS12N6","124726725","GS3YEVSS12N6","US","37.870295","-122.268133","577502","UNIVERSITY OF CALIFORNIA BERKELEY","BERKELEY","CA","EARTH SCIENCES/RESOURCES","947101749","UNITED STATES","N","9/10/2012 12:00:00 AM","6/30/2013 12:00:00 AM","847","Non-SBIR/STTR","2012"," "," ","NIDDK","217500","113478"," ","330978",
"Breast Cancer; Cancer; Genetics","Aromatic Polycyclic Hydrocarbons;Aryl Hydrocarbon Receptor;Biological Models;Carcinogens;Cell Adhesion Molecules;Cell Line;Cells;Chemosensitization;Collaborations;Colon Carcinoma;Data;Development;Disseminated Malignant Neoplasm;Dominant-Negative Mutation;Embryo;Environmental Carcinogens;Epithelial;Event;Exposure to;FVB Mouse;Funding;Genes;Genetic;Genetic Determinism;Grant;Heat-Shock Response;Human;In Vitro;Kinetics;Laboratories;Mammary Neoplasms;Mammary Tumorigenesis;Mammary gland;Modeling;Morphology;Mouse Mammary Tumor Virus;Mus;Mutation;Neoplasm Metastasis;Oncogenic;Pathway interactions;Phenotype;Phosphotransferases;Play;Process;Protein-Serine-Threonine Kinases;Proteins;Published Comment;RNA;RNA Splicing;Reagent;Regulation;Reporter;Reporting;Research Project Grants;Role;Signal Pathway;Signal Transduction;Staging;System;Techniques;Testing;Therapeutic Intervention;Transformed Cell Line;Transgenic Mice;Transgenic Organisms;Tumor Cell Invasion;Tumor Cell Line;Up-Regulation;Xenopus laevis;carcinogenesis;casein kinase II;dimethylbenzanthracene;epithelial to mesenchymal transition;in vivo;inhibitor/antagonist;interest;malignant breast neoplasm;neoplastic cell;overexpression;prevent;promoter;research study;response;snail protein;tumor;tumor progression;tumorigenesis","Research Project 2: Role of CK2 and the Wnt Signaling Pathway in the Progression","n/a","NIEHS","8376885","6/27/2012 12:00:00 AM"," ","5P01ES011624-11","5","P01","ES","011624","11"," "," "," ","6/30/2015 12:00:00 AM","ZES1-JAB-J","0005","1912829","SELDIN, DAVID C","Not Applicable","07","Unavailable","039318308","C1F5LNUF7W86","039318308","C1F5LNUF7W86","US","42.349907","-71.061712","8422704","TUFTS UNIVERSITY BOSTON","BOSTON","MA","Domestic Higher Education","021111901","UNITED STATES","N","7/1/2012 12:00:00 AM","6/30/2013 12:00:00 AM"," ","Non-SBIR/STTR","2012","203419","203419"," ","177506","25913"," "," ",
"Neurosciences; Pediatric","Abnormal Cell;Adhesions;Animals;Behavior;Binding;Biological Models;Biosensor;Carcinoma;Cell Adhesion;Cell physiology;Cell-Cell Adhesion;Cells;Cellular Morphology;Chimeric Proteins;Chronic;Complex;Conflict (Psychology);Cytoskeleton;Development;Developmental Process;Disease;Embryo;Embryonic Development;Environment;Epithelial;Event;F-Actin;Family;Fibrosis;GTP Binding;GTPase-Activating Proteins;Guanine Nucleotide Exchange Factors;Image;In Vitro;Individual;Inflammation;Life;Malignant Neoplasms;Mediating;Medical;Modeling;Molecular;Monomeric GTP-Binding Proteins;Neoplasm Metastasis;Neural Crest;Neural Crest Cell;Neural tube;Neuroglia;Neurons;Pathologic Processes;Pathway interactions;Peripheral;Peripheral Nervous System;Preparation;Process;Resolution;Rho-associated kinase;Role;Signal Pathway;Signal Transduction;Structure;Testing;Tissues;Zebrafish;cell behavior;cell motility;craniofacial;epithelial to mesenchymal transition;hindbrain;in vivo;in vivo Model;migration;molecular imaging;neuroepithelium;public health relevance;research study;rho;spatiotemporal;therapy design;tool;tumor progression","Analysis of RhoGTPase function in neural crest EMT in vivo","
Relevance:
EMTs are extremely important for tissue remodeling during embryonic development, and
are also central events in several pathological processes, such as fibrosis, chronic
inflammation and cancer progression and metastasis. Elucidation of the molecular
mechanisms controlling EMT is critical for understanding these developmental and
pathological events. Our experiments have potential to inform therapies designed to
treat diseases involving abnormal cell migration.","NINDS","8260498","4/24/2012 12:00:00 AM","PA-10-069","5R21NS073114-02","5","R21","NS","073114","02"," ","MORRIS, JILL A","5/1/2011 12:00:00 AM","4/30/2015 12:00:00 AM","Development - 2 Study Section[DEV2]"," ","1926458","HALLORAN, MARY C","Not Applicable","02","ZOOLOGY","161202122","LCLSJAGTNZQ7","161202122","LCLSJAGTNZQ7","US","43.068377","-89.40086","578503","UNIVERSITY OF WISCONSIN-MADISON","MADISON","WI","SCHOOLS OF ARTS AND SCIENCES","537151218","UNITED STATES","N","5/1/2012 12:00:00 AM","4/30/2015 12:00:00 AM","853","Non-SBIR/STTR","2012"," "," ","NINDS","150000","68870"," ","218870",
"Biotechnology; Breast Cancer; Cancer; Genetics","Breast Carcinoma;Carcinoma;Cells;Clinical Trials;Collagen;Data Set;Development;Dominant-Negative Mutation;Extracellular Matrix;Funding;Gene Expression;Gene Expression Profile;Grant;Human;Immune;Immunologic Surveillance;Impairment;In Vitro;Infiltration;Inflammatory;Knock-out;Lung;Malignant Epithelial Cell;Malignant Neoplasms;Mammary gland;Matrix Metalloproteinases;Metastatic Neoplasm to the Lung;Modeling;Mouse Mammary Tumor Virus;Mutation;Myelogenous;Neoplasm Metastasis;Oncogene Activation;Oncogenes;Outcome;Pathway interactions;Pattern;Play;Polyomavirus;Primary Carcinoma;Protein-Lysine 6-Oxidase;Receptor Gene;Regulation;Role;Signal Pathway;Signal Transduction;Source;Staging;Suppressor-Effector T-Lymphocytes;Testing;Tissue Microarray;Transforming Growth Factor beta;Tumor Cell Invasion;Tumor Promotion;Tumor Suppressor Genes;Tumor Suppressor Proteins;Work;attenuation;chemokine;crosslink;cytokine;epithelial to mesenchymal transition;genetic manipulation;human tissue;in vivo;inhibitor/antagonist;malignant breast neoplasm;mouse model;outcome forecast;public health relevance;receptor;response;small molecule;tumor;tumor initiation;tumor progression;tumorigenesis","TGF-beta Suppression and Promotion of Mammary Carcinomas","
Relevance
TGF-ss signaling is a major tumor suppressor pathway in human carcinomas, but in later stages
of tumor progression, TGF-ss signaling promotes tumor progression. As systemic inhibitors of
TGF-ss signaling are in clinical trials in humans with cancer, it is important to delineate
mechanisms of both suppression and promotion of tumors by TGF-ss. We have excellent
mouse models and plans for such mechanistic studies.","NCI","8239934","5/30/2012 12:00:00 AM","PA-10-067","5R01CA085492-12","5","R01","CA","085492","12"," ","MOHLA, SURESH","5/20/2000 12:00:00 AM","2/29/2016 12:00:00 AM","Tumor Microenvironment Study Section[TME]"," ","1877614","MOSES, HAROLD L","WEAVER, VALERIE MARIE","05","ANATOMY/CELL BIOLOGY","965717143","GTNBNWXJ12D5","965717143","GTNBNWXJ12D5","US","36.140134","-86.796274","8721001","VANDERBILT UNIVERSITY","Nashville","TN","SCHOOLS OF MEDICINE","372032408","UNITED STATES","N","3/1/2012 12:00:00 AM","2/28/2013 12:00:00 AM","396","Non-SBIR/STTR","2012"," "," ","NCI","323261","125044"," ","448305",
"Asthma; Genetics; Lung; Nutrition; Pediatric","Address;Adult;Agonist;Appearance;Asthma;Biological Models;Blood Vessels;Bronchial Tree;Cell physiology;Cells;Child;Chromatin Remodeling Factor;Cues;DNA Methylation;Data;Development;Diet;Disease;Embryo;Environmental Risk Factor;Epigenetic Process;Epithelial;Exhibits;Exposure to;Fostering;Gene Expression;Genes;Genetic;Genetic Models;Goals;Histology;Hyperactive behavior;In Vitro;Knockout Mice;Lead;Life;Lung;Lung diseases;Maintenance;Mesenchymal;Micronutrients;Modeling;Morphology;Mus;Muscle;Nutritional;Pathway interactions;Perinatal Exposure;Pharmaceutical Preparations;Phenotype;Physiology;Predisposition;Primitive foregut structure;Primordium;Property;Regulation;Respiratory physiology;Role;Serum;Severities;Signal Transduction;Smooth Muscle;Smooth Muscle Myocytes;Stimulus;Structure;Testing;Transcription Repressor/Corepressor;Tretinoin;Up-Regulation;Visceral;Vitamin A;Vitamin A Deficiency;airway hyperresponsiveness;base;cellular development;chromatin remodeling;environmental agent;histone modification;in vivo;insight;lung development;postnatal;prenatal;progenitor;programs;pulmonary function;respiratory smooth muscle;response","RETINOIC ACID REGULATION OF LUNG DEVELOPMENT"," Studies strongly suggest that susceptibility for asthma may develop from early exposures in utero to environmental agents or nutritional changes, and that asthma severity is associated with low Vitamin A levels in children. Here we will investigate how prenatal deficiency in vitamin A influences development of the airway- associated muscle layer and how this predisposes to increased airway reactivity to spasmogenic drugs and asthmatic stimuli in adult life.  
    

","NHLBI","8238490","2/21/2012 12:00:00 AM","PA-10-067","2R01HL067129-09A1","2","R01","HL","067129","09","A","LIN, SARA","6/1/2001 12:00:00 AM","2/29/2016 12:00:00 AM","Special Emphasis Panel[ZRG1-CVRS-G(03)M]"," ","1974562","CARDOSO, WELLINGTON V.","Not Applicable","07","INTERNAL MEDICINE/MEDICINE","604483045","FBYMGMHW4X95","604483045","FBYMGMHW4X95","US","42.336234","-71.070647","894901","BOSTON UNIVERSITY MEDICAL CAMPUS","BOSTON","MA","SCHOOLS OF MEDICINE","021182841","UNITED STATES","N","3/1/2012 12:00:00 AM","2/28/2013 12:00:00 AM","838","Non-SBIR/STTR","2012"," "," ","NHLBI","250000","159083"," ","409083",
